#queryName	queryLength	firstQueryPos	lastQueryPos	hitName	hitLength	firstHitPos	lastHitPos	frame	hitDescription	numberOfHits	coverage	identity	evalue	score	hspLength	relIdentity
410_g	9796	2200	9795	A2DLG0	3369	3	3332	+1	Viral A-type inclusion protein, putative 	30	0.74	490	5e-62	247	2493	0.20
411_g	3411	235	1380	Q4Z4W6	362	1	353	+1	Dimethyladenosine transferase, putative 	30	1.06	222	2e-118	433	382	0.59
412_g	528	22	468	Q7RB66	171	10	158	+1	Putative uncharacterized protein PY06282 	7	0.87	98	9e-48	194	149	0.66
413_g	8787	313	8784	B3LDE6	2571	175	2571	+1	Pfg377 homolog, putative	12	0.30	201	4e-70	274	771	0.27
414_g	2727	76	2664	Q8I4T2	1039	26	743	+1	Conserved Plasmodium membrane protein 	11	0.66	232	5e-83	315	689	0.34
415_g	1494	604	1491	Q8I4T1	297	2	297	+1	Vacuolar protein sorting-associated protein 	30	1.00	270	1e-156	558	296	0.92
416_g	1479	238	1365	B3LDE9	649	2	389	+1	Putative uncharacterized protein	30	0.60	175	9e-73	280	388	0.46
417_g	561	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
418_g	420	1	282	A5K908	157	1	125	+1	Adaptor-related protein complex 3, sigma 	26	0.80	76	3e-24	115	125	0.61
419_g	2550	1261	2547	A5K909	476	78	476	+1	Eukaryotic translation initiation factor 	30	0.90	287	3e-154	551	429	0.67
420_g	534	1	528	Q8I4S7	177	1	176	+1	Conserved Plasmodium protein	3	1.00	94	5e-46	188	177	0.54
421_g	4581	2614	4578	Q7RRS0	818	219	818	+1	Similar nucleotide excision repair proteins-related 	30	0.80	423	0	835	657	0.65
422_g	372	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
423_g	1632	373	1629	C6KT09	521	102	521	+1	Malate:quinone oxidoreductase, putative 	30	0.81	342	0	705	420	0.82
424_g	3948	1141	3945	C6KT10	1321	437	1304	+1	Putative uncharacterized protein	7	0.46	198	2e-55	224	610	0.33
425_g	1173	1	1158	C6KT11	377	1	373	+1	Mitochondrial import receptor subunit 	30	1.03	271	5e-158	562	387	0.71
426_g	3717	1	3714	C6KT12	1236	1	1208	+1	Alpha adaptin-like protein, putative	30	0.73	507	0	913	905	0.57
427_g	186	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
428_g	570	14	118	C6KT13	446	36	70	-3	Putative uncharacterized protein	3	0.08	26	1e-06	57	35	0.75
429_g	720	1	711	C6KT13	446	176	420	+1	Putative uncharacterized protein	7	0.55	182	2e-72	276	245	0.75
430_g	420	1	417	A5K213	139	1	139	+1	Putative uncharacterized protein	16	1.00	109	2e-59	233	139	0.79
431_g	402	46	399	Q7REI8	133	16	133	+1	Histone H2A	30	0.89	110	7e-56	221	118	0.94
432_g	2799	1288	2670	C6KT20	795	373	780	+1	Putative uncharacterized protein	7	0.20	72	5e-26	125	156	0.47
433_g	2247	133	2190	C6KT21	743	36	737	+1	Putative uncharacterized protein	8	0.72	199	7e-79	301	535	0.38
434_g	5626	7	5184	A2E8H6	2458	221	1634	+1	Viral A-type inclusion protein, putative 	30	0.56	260	2e-17	98	1369	0.19
435_g	387	1	384	C0H5D4	134	6	134	+1	Putative uncharacterized protein	3	0.96	61	9e-24	114	129	0.48
436_g	252	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
437_g	1011	1	984	B3L8Y3	334	1	332	+1	Oxidoreductase, putative	30	0.99	257	9e-139	498	332	0.78
438_g	1497	85	1230	Q8IE67	437	14	402	+1	Phosphoribosylpyrophosphate synthetase 	30	0.89	313	3e-161	573	390	0.81
439_g	951	1	948	Q7RHU8	316	1	316	+1	L-lactate dehydrogenase	30	1.00	274	6e-154	548	316	0.87
440_g	1287	16	1185	Q9U738	522	57	452	+1	Dihydrofolate synthase/folylpolyglutamate 	30	0.77	229	2e-128	464	403	0.57
441_g	684	1	633	A5K2Z1	219	1	210	+1	VAMP-like protein YKT62, putative	30	0.96	161	6e-83	311	211	0.77
442_g	10966	163	1593	Q4XLN4	533	16	490	+1	Putative uncharacterized protein (Fragment) 	30	0.91	210	3e-101	377	483	0.44
443_g	931	568	870	Q8I586	5439	3574	3668	+1	Asparagine/aspartate rich protein, putative 	6	0.02	45	3e-15	88	101	0.45
444_g	8418	1246	8418	D2EGX5	3479	490	3367	+1	Predicted protein	30	0.73	531	2e-57	232	2545	0.21
445_g	2796	406	1071	Q4YXX9	235	2	231	+1	Putative uncharacterized protein (Fragment) 	7	0.98	88	2e-33	150	230	0.39
446_g	4026	67	2106	B3L5L4	3009	1	696	+1	Putative uncharacterized protein	2	0.25	184	1e-30	142	739	0.25
447_g	4602	1657	4572	Q7RD93	1046	19	1040	+1	Putative uncharacterized protein PY05531 	14	1.04	386	3e-139	502	1083	0.36
448_g	2586	271	2577	Q7RD92	705	10	705	+1	Asparagine-rich protein, putative	30	1.13	261	2e-94	352	795	0.33
449_g	6192	7	300	Q8IHV8	2275	4	107	+1	Conserved Plasmodium protein	6	0.05	50	6e-17	97	105	0.48
450_g	2937	2080	2856	C0H5J4	553	201	461	+1	SUMO ligase, putative	15	0.50	70	1e-09	71	276	0.26
451_g	666	148	663	Q8IDN1	221	49	221	+1	Putative uncharacterized protein	19	0.78	112	2e-61	240	173	0.65
452_g	501	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
453_g	1990	1459	1644	B3L8D1	568	60	121	+1	Putative uncharacterized protein	2	0.11	28	5e-08	65	62	0.46
454_g	17022	1057	17019	C0H5H6	5988	1	5988	+1	Putative uncharacterized protein	30	0.34	1078	0	1735	2062	0.53
455_g	1419	916	1410	Q8IDN5	168	2	166	+1	Mog1 homolog, putative	30	0.98	73	1e-33	149	165	0.45
456_g	1386	1	1383	B3L8D7	461	1	461	+1	Pfsec61, putative	30	1.00	441	0	874	461	0.96
457_g	147	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
458_g	2832	1297	2808	B3L8D8	709	177	701	+1	Putative uncharacterized protein	30	0.75	256	2e-126	459	532	0.49
459_g	789	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
460_g	2934	1312	2814	A5K5M0	1171	674	1162	+1	Putative uncharacterized protein	6	0.46	186	1e-66	260	537	0.35
461_g	297	1	294	Q4Y2E8	182	1	98	+1	Putative uncharacterized protein (Fragment) 	6	0.54	73	2e-35	153	98	0.75
462_g	789	7	780	C0H4X2	229	2	211	+1	RWD domain-containing protein, putative 	30	0.53	60	7e-23	112	122	0.50
463_g	1200	10	813	Q4Z7V3	287	6	259	+1	RNA-binding protein, putative	30	0.93	120	6e-53	213	268	0.45
464_g	598	13	543	Q8IJ80	553	298	470	+1	Conserved Plasmodium protein	30	0.33	54	3e-13	80	183	0.30
465_g	4764	3148	4761	Q8IB67	1465	925	1465	+1	Histone acetyltransferase GCN5, putative 	30	0.38	369	0	753	553	0.67
466_g	486	1	453	Q7RL68	471	1	151	+1	Putative uncharacterized protein PY02678 	30	0.32	119	3e-69	265	151	0.79
467_g	666	7	426	C0H4X3	494	203	343	+1	Putative uncharacterized protein	6	0.29	68	2e-32	144	141	0.49
468_g	318	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
469_g	1542	7	1524	Q8IB69	502	1	499	+1	Membrane skeletal protein IMC1-related 	30	1.06	212	7e-73	280	533	0.40
470_g	1338	226	1329	Q7RG48	428	68	427	+1	Putative ligase in lipoate biosynthesis 	30	0.87	174	8e-89	333	374	0.47
471_g	1893	85	1758	Q8IB72	655	19	583	+1	DNAJ protein, putative	30	0.87	333	0	694	567	0.59
472_g	966	1	963	A5K5L1	318	1	318	+1	Mitochondrial 2-oxoglutarate/malate carrier 	30	1.01	245	2e-130	470	322	0.77
473_g	10461	232	6459	Q7RG21	2772	651	2684	+1	Putative uncharacterized protein PY04530 	10	0.60	516	4e-167	596	1676	0.31
601_g	378	119	331	G0R3R7	191	3	89	+2	Putative uncharacterized protein	4	0.37	47	1e-09	67	70	0.68
602_g	3093	970	3012	Q4XZ21	658	21	623	+1	Putative uncharacterized protein (Fragment) 	10	0.53	163	9e-77	294	347	0.47
603_g	1599	1	1512	C6KST5	543	1	504	+1	Chaperone, putative	30	0.93	405	0	780	504	0.81
604_g	531	1	528	A5K5A7	176	1	176	+1	Small GTPase Rab6, putative	30	1.00	149	9e-83	310	176	0.85
605_g	2037	394	915	Q7RRJ9	225	82	222	+1	Putative uncharacterized protein PY00720 	3	0.78	53	2e-07	63	175	0.31
606_g	1857	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
607_g	3051	1	3048	A5K5A9	1010	1	1010	+1	Coatomer subunit gamma	30	1.05	672	0	1244	1059	0.64
608_g	4521	10	1434	Q7RRK2	912	29	511	+1	Protein kinase domain, putative	30	0.54	316	2e-178	632	488	0.65
609_g	282	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
610_g	2502	25	2499	B3L5Q9	815	2	815	+1	Dynamin protein, putative	30	1.02	630	0	1204	831	0.76
611_g	2304	154	2298	Q8IHR3	833	53	818	+1	Transporter, putative	30	0.99	331	7e-140	503	828	0.40
612_g	2427	1465	2391	B3L5R1	707	359	707	+1	Putative uncharacterized protein	30	0.50	170	8e-89	334	350	0.49
613_g	1431	70	1422	Q8IKG6	501	24	501	+1	Putative 3-methyladenine DNA glycosylase 	30	0.57	134	6e-61	240	288	0.47
614_g	5877	3007	5376	Q8IKG8	1416	457	1292	+1	Rhoptry protein, putative	30	0.62	276	2e-91	344	879	0.32
615_g	2745	139	2553	B3L993	958	23	902	+1	Putative uncharacterized protein	5	0.92	322	1e-141	509	884	0.37
616_g	390	1	387	Q8IKH0	179	51	179	+1	60S ribosome subunit biogenesis protein 	30	0.72	83	6e-46	187	129	0.65
617_g	825	1	813	Q8IKH1	280	8	276	+1	Putative uncharacterized protein	30	0.97	179	2e-75	287	271	0.67
618_g	234	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
619_g	2883	166	2817	Q8IKH2	813	37	813	+1	Transcription factor with AP2 domain(S), 	12	0.26	107	5e-53	215	211	0.51
620_g	3483	10	3477	Q8IKH3	1172	5	1170	+1	26S proteasome subunit, putative	30	1.04	769	0	1268	1215	0.64
621_g	627	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
622_g	3825	2086	2835	Q4YVB4	521	114	352	+1	Putative uncharacterized protein (Fragment) 	7	0.50	89	1e-18	102	258	0.35
623_g	6438	3094	3831	Q8IBL1	1003	153	385	+1	Putative uncharacterized protein	12	0.26	68	1e-07	65	256	0.27
624_g	5868	955	5775	Q8ILA3	1949	404	1944	+1	Putative uncharacterized protein	25	0.26	294	2e-164	586	509	0.58
625_g	1737	1	1734	Q8ILA4	579	3	578	+1	Glucose-6-phosphate isomerase	30	1.00	449	0	875	578	0.78
626_g	966	37	960	A5K0P1	310	2	309	+1	Putative uncharacterized protein	18	1.00	165	8e-74	282	310	0.54
627_g	1515	106	1506	Q8ILA6	504	17	504	+1	Putative uncharacterized protein	30	0.97	305	2e-157	561	491	0.63
628_g	237	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
629_g	1293	82	1287	A5K0P3	866	19	385	+1	Putative uncharacterized protein	30	0.47	244	9e-109	399	405	0.61
630_g	1356	7	921	Q7RRV3	369	59	341	+1	Putative uncharacterized protein PY00614 	6	0.87	103	3e-17	95	320	0.33
631_g	2490	229	2286	Q8IBL4	1222	31	737	+1	Putative uncharacterized protein	7	0.32	115	2e-37	163	395	0.30
632_g	1725	256	1698	Q8IBL4	1222	822	1216	+1	Putative uncharacterized protein	15	0.10	77	1e-41	177	118	0.66
633_g	6660	649	6306	Q4XTR6	1467	39	1467	+1	Putative uncharacterized protein (Fragment) 	30	0.70	338	1e-136	494	1031	0.33
634_g	2937	1243	2925	Q4XTR7	570	14	568	+1	Ribonuclease Z	30	1.02	295	2e-148	532	580	0.51
635_g	867	28	852	Q8IBL8	226	9	220	+1	Dynactin 4, putative	30	1.22	136	2e-64	251	275	0.50
636_g	5181	1273	4092	Q8IBL9	1422	363	1094	+1	Putative uncharacterized protein	5	0.40	130	5e-11	77	572	0.23
637_g	3141	853	3123	Q8IBM0	880	1	880	+1	Putative uncharacterized protein	30	0.80	262	2e-117	429	705	0.38
638_g	1377	37	1341	Q8IBM2	461	12	387	+1	Putative uncharacterized protein	11	0.61	138	1e-60	239	283	0.49
639_g	942	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
640_g	2666	441	2477	A5K1G6	2535	1781	2367	+3	Putative uncharacterized protein	1	0.12	83	6e-21	108	302	0.28
641_g	3075	25	2604	B3LAV1	998	15	857	+1	Putative uncharacterized protein	9	0.42	194	1e-70	274	420	0.47
642_g	1206	322	1194	Q8IM36	966	102	371	+1	BOP1-like protein, putative	30	0.31	146	4e-68	264	299	0.49
643_g	4212	61	1494	Q8IM36	966	432	966	+1	BOP1-like protein, putative	30	0.29	129	5e-67	262	280	0.47
644_g	1050	1	1047	P50650	349	1	349	+1	Ribonucleoside-diphosphate reductase small 	30	1.00	307	5e-180	635	349	0.88
645_g	1662	1	1647	Q8IM39	575	1	573	+1	Putative uncharacterized protein	30	1.06	276	1e-122	445	612	0.46
646_g	449	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
647_g	4292	9	4283	B3LAV6	1419	162	1419	+3	Putative uncharacterized protein	28	0.68	521	0	916	972	0.54
648_g	2835	1	2826	Q8IM41	1025	1	1023	+1	Putative uncharacterized protein	8	1.08	365	1e-130	473	1107	0.33
649_g	390	43	381	B3LAV8	189	15	127	+1	Sybindin domain containing protein	6	0.60	75	2e-34	149	113	0.67
650_g	3084	1333	2991	Q8IM43	1157	572	1132	+1	Putative uncharacterized protein	30	0.19	125	5e-72	278	225	0.56
651_g	2406	19	2364	Q8IM44	686	6	675	+1	Putative uncharacterized protein	7	0.61	170	2e-83	316	418	0.41
652_g	1401	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
653_g	1032	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
654_g	3033	574	2976	O96271	904	94	889	+1	Replication factor C subunit 1, putative 	30	0.91	489	0	932	822	0.60
655_g	888	7	876	B3L0G1	328	71	328	+1	Pseudouridine synthetase, putative	30	0.88	153	1e-75	288	290	0.53
656_g	384	172	378	Q8I656	139	65	133	+1	Conserved Plasmodium protein	5	0.50	37	3e-16	89	69	0.54
657_g	1371	13	1362	O96268	426	4	425	+1	Conserved protein	30	1.07	230	3e-113	414	454	0.51
658_g	1413	37	1407	O96267	482	27	482	+1	Chromatin-binding protein, putative	30	0.96	324	2e-138	498	462	0.71
659_g	654	16	591	O96266	2380	2102	2330	+1	Conserved Plasmodium protein	6	0.10	76	2e-19	100	231	0.33
660_g	4768	839	4759	O96266	2380	650	2040	+2	Conserved Plasmodium protein	30	0.12	198	8e-114	418	275	0.72
661_g	1122	457	1104	Q8I5D3	409	193	405	+1	RNA pseudouridylate synthase, putative 	30	0.53	119	3e-66	257	216	0.56
662_g	3633	853	3492	Q8I5D4	1401	283	1343	+1	Conserved Plasmodium protein	14	0.17	106	2e-47	197	236	0.45
663_g	5448	2527	3840	Q7RHI2	502	8	441	+1	NIMA-related protein kinase (Fragment) 	30	0.88	345	5e-180	638	440	0.79
664_g	1323	1	1317	Q4Y7Z9	419	1	416	+1	Putative uncharacterized protein	30	1.05	271	3e-109	400	439	0.62
665_g	1722	79	1137	Q8I5D9	564	159	538	+1	RNA pseudouridylate synthase, putative 	30	0.68	189	4e-94	351	381	0.50
666_g	4044	748	3801	Q7RHI7	1028	32	1019	+1	Putative uncharacterized protein PY03999 	30	0.66	438	0	862	678	0.65
667_g	2289	55	2271	Q8I5E1	771	20	767	+1	Conserved Plasmodium protein	15	1.00	291	4e-98	365	770	0.38
668_g	2718	454	2706	Q4YQ20	656	4	656	+1	Putative uncharacterized protein	30	1.07	222	2e-77	296	704	0.32
669_g	3585	1	3579	Q8IEF5	1232	1	1231	+1	Exportin 1-like protein, putative	30	1.00	715	0	1325	1237	0.58
670_g	1218	91	1149	Q9GNU8	414	21	390	+1	Myb1 protein	15	0.89	152	6e-74	283	370	0.42
671_g	1002	64	981	Q4YSW0	320	1	305	+1	Putative uncharacterized protein	30	0.97	186	6e-101	372	310	0.60
672_g	369	52	276	A5JZE5	184	20	95	+1	Putative uncharacterized protein	3	0.41	32	2e-08	63	76	0.43
673_g	285	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
674_g	1236	1	1194	C0H5B6	419	97	403	+1	Putative uncharacterized protein	7	0.33	90	2e-39	169	138	0.66
675_g	147	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
676_g	1797	1213	1794	Q4XYZ5	462	273	462	+1	Putative uncharacterized protein (Fragment) 	30	0.44	99	9e-46	190	202	0.50
677_g	2985	511	2982	A5JZE1	960	86	960	+1	Putative uncharacterized protein	17	0.93	361	0	645	895	0.41
678_g	1785	331	1671	Q4YB01	365	1	362	+1	Serine/threonine protein kinase, putative 	30	0.74	216	3e-125	454	269	0.81
679_g	1215	40	1212	Q8IEG6	401	2	401	+1	TFIIH basal transcription factor subunit 	30	1.01	249	9e-148	528	406	0.62
680_g	3924	2095	3516	Q4Z0Q8	638	94	604	+1	Putative uncharacterized protein	30	0.83	185	5e-59	236	530	0.35
681_g	1125	238	1116	Q4Z0Q9	292	3	290	+1	Putative uncharacterized protein (Fragment) 	30	1.00	165	3e-90	337	293	0.57
682_g	555	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
683_g	2397	829	1314	A5K587	704	10	172	+1	Putative uncharacterized protein	5	0.23	61	2e-26	127	163	0.38
684_g	813	94	810	A5K586	300	63	300	+1	Putative uncharacterized protein	20	0.80	179	8e-108	395	239	0.75
685_g	1779	61	1776	Q8IHT8	615	17	615	+1	Conserved protein	30	1.00	246	2e-118	431	618	0.40
686_g	294	58	246	Q4XUJ4	144	77	138	+1	Ribosomal protein, putative	30	0.44	36	3e-13	79	63	0.58
687_g	1518	22	1512	Q8IHU1	470	4	468	+1	Coproporphyrinogen oxidase, putative	30	1.07	269	2e-144	518	504	0.54
688_g	4458	1	4254	Q8IHU2	1828	1	1649	+1	Conserved Plasmodium membrane protein 	16	0.13	165	2e-87	330	233	0.71
689_g	1386	679	1384	Q8IIP9	289	5	242	+1	SNARE protein, putative	11	0.84	123	8e-51	205	242	0.51
690_g	372	1	369	C6S3F0	129	1	129	+1	Acylphosphatase, putative	30	1.04	66	3e-27	125	134	0.50
691_g	2616	379	2595	Q4YNB4	618	52	587	+1	Putative uncharacterized protein (Fragment) 	30	0.49	230	1e-132	479	304	0.76
692_g	2940	1	2937	Q8IIP6	800	1	799	+1	Conserved Plasmodium protein	7	0.23	75	1e-34	154	183	0.41
693_g	1971	1	1050	Q8IIP5	355	1	323	+1	Conserved Plasmodium protein	30	0.99	178	1e-85	323	352	0.51
694_g	1548	1	1161	Q4YQ25	534	1	381	+1	Putative uncharacterized protein (Fragment) 	6	0.73	162	2e-83	315	392	0.42
695_g	3453	598	2031	Q7RN75	2095	644	1245	+1	Putative uncharacterized protein PY01947 	30	0.17	94	2e-16	94	363	0.26
696_g	4281	235	3048	Q7REN0	1661	623	1560	+1	Putative uncharacterized protein PY05034 	30	0.61	304	1e-102	380	1020	0.30
697_g	1068	52	1065	Q8IIP1	355	18	355	+1	Ubiquinone biosynthesis protein COQ4 homolog, 	30	0.95	245	5e-144	516	338	0.73
698_g	2517	259	2514	Q8IIP0	845	114	799	+1	Conserved Plasmodium protein	6	0.69	266	6e-123	447	580	0.46
699_g	264	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
700_g	105	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
701_g	1020	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
702_g	1452	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
703_g	2709	2481	2705	D8UL31	300	1	262	-2	Putative uncharacterized protein (Fragment) 	24	0.25	34	2e-09	70	75	0.46
704_g	450	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
705_g	906	10	900	Q8ILQ3	509	212	508	+1	Putative uncharacterized protein	24	0.58	208	1e-101	375	297	0.71
706_g	3444	1840	3438	Q7RQ98	540	28	540	+1	Glutathione reductase	30	0.99	369	0	697	534	0.70
707_g	318	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
708_g	1545	1	432	A5K136	479	83	229	+1	Spliceosome-associated protein 49, putative 	30	0.31	114	4e-60	238	147	0.78
709_g	4221	844	4212	Q8ILP9	1449	313	1445	+1	Putative uncharacterized protein	30	0.86	371	7e-107	395	1241	0.30
710_g	120	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
711_g	3840	16	3774	Q7PDT9	1162	6	1144	+1	TPR Domain, putative	16	0.80	470	0	796	924	0.51
712_g	780	454	777	Q4Y757	166	58	166	+1	Putative uncharacterized protein (Fragment) 	30	0.66	87	9e-44	182	109	0.80
713_g	2799	391	2790	Q8ILP6	889	68	885	+1	Glycine-tRNA ligase, putative	30	0.93	519	0	970	828	0.63
714_g	2658	1	2646	Q7R8Y5	945	1	938	+1	Putative uncharacterized protein PY07085 	17	1.08	320	2e-122	446	1025	0.32
715_g	1203	304	1194	Q8ILL4	1468	1145	1433	+1	Putative uncharacterized protein	6	0.20	102	4e-35	154	298	0.35
716_g	843	1	840	Q8ILL3	294	1	294	+1	60S ribosomal protein L5, putative	30	1.00	212	2e-107	393	294	0.73
717_g	879	85	810	A5K0Z6	283	19	261	+1	Ribosomal protein L7a, putative	30	0.87	149	5e-74	283	246	0.61
718_g	1467	232	1437	Q4Z0A4	350	1	341	+1	Putative uncharacterized protein (Fragment) 	30	1.17	188	7e-91	340	408	0.47
719_g	1041	259	699	Q7R9N6	283	32	176	+1	Putative uncharacterized protein PY06825 	5	0.52	67	5e-24	117	148	0.46
720_g	4596	1402	4476	Q4XQZ9	988	37	956	+1	DNA-directed DNA polymerase, putative 	30	0.28	136	8e-64	252	280	0.49
721_g	204	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
722_g	5187	4387	5046	Q7RTF6	367	121	331	+1	SPF31, putative	30	0.60	97	1e-40	175	221	0.44
723_g	3069	1	2532	Q7RD16	883	1	816	+1	Putative uncharacterized protein PY05610 	6	0.97	200	9e-45	188	860	0.24
724_g	750	34	732	Q8IEP5	245	6	245	+1	Putative uncharacterized protein	30	0.98	127	5e-65	252	240	0.53
725_g	1242	253	948	Q4YVL8	370	56	298	+1	Putative uncharacterized protein	30	0.69	121	2e-50	205	254	0.48
